"Key","ChineseName","Description"
"Scope_Holo_Lv_4","全息瞄具 Lv4","可增加精确度。"
"Scope_Long_Lv_1","快速瞄具 Lv1","可增加精确度。"
"Scope_Long_Lv_2","快速瞄具 Lv2","可增加精确度。"
"Scope_Long_Lv_3","快速瞄具 Lv3","可增加精确度。"
"Scope_Long_Lv_4","快速瞄具 Lv4","可增加精确度。"
"Scope_RedDot_Lv_1","红点瞄具 Lv1","可增加精确度。"
"Scope_RedDot_Lv_2","红点瞄具 Lv2","可增加精确度。"
"Scope_RedDot_Lv_3","红点瞄具 Lv3","可增加精确度。"
"Scope_RedDot_Lv_4","红点瞄具 Lv4","可增加精确度。"
"Scope_SNP_8X_1","狙击枪8倍镜","极大幅提高瞄准距离的狙击枪瞄准镜，但会损失大量后坐力控制与瞄准速度。"
"Seed_Apple","苹果的种子","能种出苹果。"
"Seed_Aritichoke","洋蓟的种子","能种出洋蓟。"
"Seed_Aubergine","茄子的种子","能种出茄子。"
"Seed_Banana","香蕉的种子","能种出香蕉。"
"Seed_Carrot","胡萝卜的种子","能种出胡萝卜。"
"Seed_Cauliflower","花椰菜的种子","能种出花椰菜。"
"Seed_Cherry","樱桃的种子","能种出樱桃。"
"Seed_Chilli","辣椒的种子","能种出辣椒。"
"Seed_Coconut","椰子的种子","能种出椰子。"
"Seed_Corn","玉米的种子","能种出玉米。"
"Seed_Cucumber","黄瓜的种子","能种出黄瓜。"
"Seed_Garlic","大蒜的种子","能种出大蒜。"
"Seed_Grape","葡萄的种子","能种出葡萄。"
"Seed_Leek","韭葱的种子","能种出韭葱。"
"Seed_Lemon","柠檬的种子","能种出柠檬。"
"Seed_Mango","芒果的种子","能种出芒果。"
"Seed_Onion","洋葱的种子","能种出洋葱。"
"Seed_Orange","橙子的种子","能种出橙子。"
"Seed_Pear","梨的种子","能种出梨。"
"Seed_Pineapple","菠萝的种子","能种出菠萝。"
"Seed_Potato","土豆的种子","能种出土豆。"
"Seed_Pumpkin","南瓜的种子","能种出南瓜。"
"Seed_Starfruit","杨桃的种子","能种出杨桃。"
"Seed_Strawberry","草莓的种子","能种出草莓。"
"Seed_Tomato","西红柿的种子","能种出西红柿。"
"Seed_Watermelon","西瓜的种子","能种出西瓜。"
"Shit","粑粑","臭臭的，但好像有东西喜欢这个。"
"ShitBall","粪球","可以扔出去。"
"Shot_Hand_Lv_1","土制猎枪 劣质","稳定性较差的霰弹枪。"
"Shot_Hand_Lv_2","土制猎枪","小作坊里手搓的霰弹枪，各方面的性能表现都非常一般。"
"Shot_Hand_Lv_3","土制猎枪","稳定性较差的霰弹枪。"
"Shot_MP155_Lv_1","MP155 劣质","标准霰弹枪。"
"Shot_MP155_Lv_2","MP-155","气动式霰弹枪，虽然需要手动装填，但载弹量在霰弹枪中相当不错。"
"Shot_MP155_Lv_3","MP155","标准霰弹枪。"
"Shovel","铲子","曾经有一位骑士用它打遍天下无敌手。但不算是一个好的武器。"
"SHT_Candy_Ghost","糖果枪","不给糖就捣蛋！"
"SHT_MP155_Quest","特制MP-155","特制的MP-155，无法带回基地。"
"SHT_MP155M_Normal","MP-155 ULTIMA","现代化版本的MP-155，几乎在所有方面都有提升。"
"SHT_SnowBoss_Fire","伊格枪","子弹带着很强的热气，算是J-Lab武器技术的体现。"
"SHT_SnowBoss_Ice","弗里枪","子弹带着很强的寒气，算是J-Lab武器技术的体现。"
"SHT_StormBoss_Elec","比利枪","带着强力的电流，发出哔哩哔哩的声音。"
"SHT_TOZ106_Ghost","灵能枪","用神秘的方法向TOZ106中注入了灵能，好像对灵体能造成很高的伤害。"
"SHT_TOZ106_Normal","TOZ-106","单管霰弹枪，可以弹匣换弹。"
"SHT_TOZ66_Fire","TOZ-66龙息","装备了龙息弹药的TOZ-66，能够发射灼烧敌人的子弹。"
"SHT_TOZ66_Normal","TOZ-66","手动装填的双管霰弹枪，一般用来自卫。"
"Skull","头骨饰品","不知道是什么生物的头骨。"
"SmallAxe","斧子","平平无奇的斧子。"
"SMG_ArcadeGun_Normal","玩具枪","威力非常小。"
"SMG_MP5_Normal","MP5","高精度，低后座力的制式冲锋枪，相当适合腰射。"
"SMG_MP7_Electric","带电MP7","缠了节电池的MP7，发射的子弹为电属性。真是震撼人心的鸭星科技啊！"
"SMG_PP19Bizon_Normal","Bizon-2","使用螺旋弹匣，载弹量相当大，非常适合用于火力压制。"
"SMG_PPSH_Normal","PPSh","非常均衡的制式冲锋枪。"
"SMG_SR3M_Ice","霜冻SR-3M","用了相当原始的改造方法，但射出的子弹确实变成了冰属性，真不可思议啊。"
"SMG_SR3M_Normal","SR-3M","换弹速度快，持续伤害能力相当不错的制式冲锋枪，但射程相对有限。常见的版本自带消音器，但这把好像卸了。"
"SMG_SR3M_Quest","特制SR-3M","特制的SR-3M，无法带回基地。"
"SMG_Vector9_Normal","Vector","使用特殊设计，在保证射速和威力的同时，提高了后坐力控制与稳定性。"
"SmokeGrenade","烟雾弹","制造一团遮挡视野的烟雾。"
"Sniper_Balett","M107","很猛，甚至不像是用来与有机生物作战的武器，重量也相当夸张。"
"Sniper_M700_Normal","M700","被广泛运用的狙击步枪。"
"Sniper_Mosin_Normal","Mosin-Nagant","经典耐用的狙击步枪，爆头伤害非常高。"
"Sniper_Mosin_Quest","特制Mosin-Nagant","特制的莫辛纳甘，无法带回基地。"
"Sniper_SV98_Normal","SV98","各方面都非常优秀的狙击步枪，射程上更是相当突出。"
"Sniper_VPO","VPO-101","射击精度高且有不俗的爆头伤害，虽然口径看上去是步枪，但在鸭科夫被当作狙击枪使用。"
"Sniper_VPO_Deng","VPO-劳登改","经过劳登改造的VPO狙击步枪。"
"SnowBall","雪球","打雪仗！"
"SnowLandTicket","零度挑战船票","往返于农场镇伐木场西侧码头与零度挑战区的船票。"
"Soda","苏打水","清爽的苏打水。"
"SpaceCrystal","空间晶体","只有在空间风暴中才会出现的晶体，J-Lab曾对其做过长期研究，有传言他们的飞船技术就来源于此。"
"SpaceEye","风暴眼","风暴虫的眼睛。"
"Special_AR_AUG_1","StG\ 77半自动模组","将StG\ 77改装为半自动三连发的模组，伤害，射程与爆头伤害均有小幅提升。"
"Special_AR_RPD_1","RPD射速模组","持续射击时，枪械射速会持续提高，停止射击时射速重置。"
"Special_ARR_AHBow_1","反曲弓齐发模组","装上后，掌握一次性射三支箭的齐发技巧变得相当容易。"
"Special_BR_M14_1","M14全自动模组","将M14改装为全自动的模组，弹容量与瞄准精度也得到小幅提升，但伤害也有所下降。"
"Special_BR_SKS_1","SKS-45精确模组","改进SKS-45精确射击能力的模组，大幅提升爆头伤害以及射程，并使子弹可以穿透一个敌人。"
"Special_Energy_CubeGun_1","方块枪智能模组","装上之后可以赋予射出的子弹智慧，让它自动追踪目标。"
"Special_PST_Glick_1","格力克三连发模组","将格洛克改装为三连发模式的配件，虽然伤害略有下降，但其他各项性能都得到一定的提升。"
"Special_SHT_Candy_1","糖果枪多发模组","装上后糖果枪一次就能射出很多发子弹了。"
"Special_SMG_ArcadeGun_1","玩具枪伤害模组","装上后能大幅提升玩具枪伤害与射速，同时换弹速度也有所提高。"
"Special_SMG_PP19Bizon_1","Bizon-2霰弹化模组","装上之后Bizon-2就会变成霰弹枪，一发子弹当成5发用，非常神奇。"
"Special_SNP_Mosin_1","Mosin-Nagant两脚架模组","可以装在Mosin-Nagant上的两脚架，可以大幅提高精确射击的性能，但瞄准时无法移动。"
"Splint","骨夹板","用于快速治疗骨折。"
"SplintAdv","高级骨夹板","用于快速治疗骨折，可用多次。"
"Starfruit","杨桃","切开之后是个漂亮的五角星。"
"Stock_AR_MOV_1","快速枪托","大幅提高瞄准速度与机动性的枪托。"
"Stock_AR_REC_1","平衡枪托I","加强后坐力控制的枪托。"
"Stock_AR_REC_2","平衡枪托II","大幅加强后坐力控制的枪托。"
"Stock_AR_REL_1","轻型枪托","极大幅提高机动性的枪托。"
"Stock_AR_SCA_3","腰射枪托I","加强腰射散布控制的枪托。"
"Stock_AR_SCA_4","控制枪托","加强瞄准散布控制的枪托。"
"Stock_AR_SCA_5","腰射枪托II","极大幅加强腰射散布控制的枪托。"
"Stock_Rifle_Lv_1","步枪枪托 Lv1","增强稳定性。"
"Stock_Rifle_Lv_2","步枪枪托 Lv2","增强稳定性。"
"Stock_Rifle_Lv_3","步枪枪托 Lv3","增强稳定性。"
"Stock_Rifle_Lv_4","步枪枪托 Lv4","增强稳定性。"
"Stock_Shot_Lv_1","霰弹枪托 Lv1","增强稳定性。"
"Stock_Shot_Lv_2","霰弹枪托 Lv2","增强稳定性。"
"Stock_Shot_Lv_3","霰弹枪托 Lv3","增强稳定性。"
"Stock_Shot_Lv_4","霰弹枪托 Lv4","增强稳定性。"
"Stock_SMG_Lv_1","冲锋枪枪托 Lv1","增强稳定性。"
"Stock_SMG_Lv_2","冲锋枪枪托 Lv2","增强稳定性。"
"Stock_SMG_Lv_3","冲锋枪枪托 Lv3","增强稳定性。"
"Stock_SMG_Lv_4","冲锋枪枪托 Lv4","增强稳定性。"
"Stock_SMG_SCA_4","冲锋枪腰射枪托II","极大幅加强腰射散布控制的冲锋枪枪托。"
"Stock_Sniper_Lv_1","狙击枪枪托 Lv1","增强稳定性。"
"Stock_Sniper_Lv_2","狙击枪枪托 Lv2","增强稳定性。"
"Stock_Sniper_Lv_3","狙击枪枪托 Lv3","增强稳定性。"
"Stock_Sniper_Lv_4","狙击枪枪托 Lv4","增强稳定性。"
"Stock_SNP_MOV_1","狙击枪快速枪托","大幅提高瞄准速度与机动性的狙击枪枪托。"
"Stock_SNP_REC_2","狙击枪平衡枪托II","大幅加强后坐力控制的狙击枪枪托。"
"Stock_SNP_SCA_2","狙击枪控制枪托I","加强瞄准散布控制的狙击枪枪托。"
"Stock_SNP_SCA_4","狙击枪控制枪托II","极大幅加强瞄准散布控制的狙击枪枪托。"
"Stone","小石头","可以发出声响，吸引敌人。"
"Strawberry","草莓","好看又好吃。"
"SunGlass","太阳镜","金边太阳镜，浮夸。"
"SurgicalKit","手术包","用于治疗创伤。"
"SurgicalKitL","增强手术包","用于治疗创伤。"
"Tambourine","手鼓","声音依然非常好听。"
"Tec_Flashlight_NON_1","战术手电","大幅提高夜间的视野范围。"
"Tec_Laser_ADS_1","激光-机动","提高瞄准速度与机动性的激光指示器。"
"Tec_Laser_ADS_2","激光-快反","大幅提高瞄准速度的激光指示器。"
"Tec_Laser_CIT_1","激光-暴击","提高爆头伤害的激光指示器。"
"Tec_Laser_SCA_1","激光-基础","提高腰射散布控制的激光指示器。"
"Tec_Laser_SCA_2","激光-校准","大幅提高腰射散布控制的激光指示器。"
"Tec_Lazer_Lv_1","战术激光 Lv1","更加精准的射击。"
"Tec_Lazer_Lv_2","战术激光 Lv2","更加精准的射击。"
"Tec_Lazer_Lv_3","战术激光 Lv3","更加精准的射击。"
"Tec_Lazer_Lv_4","战术激光 Lv4","更加精准的射击。"
"Tec_Light_Lv_1","战术手电 Lv1","照射对方头部，使其变得脆弱。"
"Tec_Light_Lv_2","战术手电 Lv2","照射对方头部，使其变得脆弱。"
"Tec_Light_Lv_3","战术手电 Lv3","照射对方头部，使其变得脆弱。"
"Tec_Light_Lv_4","战术手电 Lv4","照射对方头部，使其变得脆弱。"
"Telescope","望远镜","坏掉的望远镜，但镜片还是好的。"
"ThermalVisionGoggles","T-7热成像目镜","这玩意凭啥这么贵？"
"Tissue","卷纸","一卷卫生纸。"
"Tomato","西红柿","非常万能的蔬菜，能做各种各样的料理，直接吃味道也相当不错。"
"TOMSUNGPhone","TOMSUNG手机","TOMSUNG手机，看起来很久了。"
"ToteBag","手提袋","顶级奢侈品牌推出的手提袋。"
"Totem_Armor","图腾:甲胄 Ⅰ","增强防护属性。"
"Totem_Armor_2","图腾:甲胄 Ⅱ","大幅增强防护属性。"
"Totem_Armor_3","图腾:甲胄 Ⅲ","极大提高防护属性，但受到的属性伤害也会提高。"
"Totem_Attack","图腾:攻击 I","造成的基础伤害小幅提高。"
"Totem_Attack_2","图腾:攻击 II","造成的基础伤害提高。"
"Totem_Attack_3","图腾:攻击 Ⅲ","造成的基础伤害大幅提高，但对枪械的后坐力控制下降。"
"Totem_Efficiency","图腾:效率 Ⅰ","食物的效果提高。"
"Totem_Efficiency_2","图腾:效率 Ⅱ","医疗物品的效率提高。"
"Totem_Efficiency_3","图腾:效率 Ⅲ","食物和医疗物品的效果提高。"
"Totem_ElecResist","图腾:抗电 Ⅰ","降低受到的电属性伤害。"
"Totem_ElecResist_2","图腾:抗电 Ⅱ","免疫触电。"
"Totem_ElecResist_3","图腾:抗电 Ⅲ","免疫触电并略微降低受到的电属性伤害。"
"Totem_FinalDash","图腾：马拉松","走的更快，但跑的更慢。减少耐力消耗。"
"Totem_FireResist","图腾:抗火 Ⅰ","降低受到的火属性伤害。"
"Totem_FireResist_2","图腾:抗火 Ⅱ","免疫点燃。"
"Totem_FireResist_3","图腾:抗火 Ⅲ","免疫点燃并略微降低受到的火属性伤害。"
"Totem_GhostResist","护身符","免疫害怕并略微降低受到的灵属性伤害。"
"Totem_GunControl","图腾:控枪 Ⅰ","大幅降低枪械的后坐力。"
"Totem_GunControl_2","图腾:控枪 Ⅱ","大幅降低枪械的散布。"
"Totem_GunControl_3","图腾:控枪 Ⅲ","降低枪械的后坐力与散布。"
"Totem_GunCritDamage","图腾:爆头 Ⅰ","提高枪械的爆头伤害。"
"Totem_GunCritDamage_2","图腾:爆头 Ⅱ","大幅提高枪械的爆头伤害。"
"Totem_GunCritDamage_3","图腾:爆头 Ⅲ","巨幅提高枪械的爆头伤害，但枪械的散布会增加。"
"Totem_GunDamage","图腾:进击 Ⅰ","提高枪械的伤害。"
"Totem_GunDamage_2","图腾:进击 Ⅱ","大幅提高枪械的伤害。"
"Totem_GunDamage_3","图腾:进击 Ⅲ","巨幅提高枪械的伤害，但会降低枪械的射程。"
"Totem_GunDistance","图腾:狙击 Ⅰ","大幅提高视野距离。"
"Totem_GunDistance_2","图腾:狙击 Ⅱ","大幅提高枪械射程。"
"Totem_GunDistance_3","图腾:狙击 Ⅲ","大幅提高枪械的射程与视野距离，但移动速度会略微下降。"
"Totem_Heal","图腾:治疗","提升药物的治疗效率。"
"Totem_Healing","图腾:恢复 Ⅰ","若10秒内未受到伤害，缓慢小幅回复生命值。"
"Totem_Healing_2","图腾:恢复 Ⅱ","若10秒内未受到伤害，缓慢中幅回复生命值。"
"Totem_Healing_3","图腾:恢复 Ⅲ","若10秒内未受到伤害，缓慢大幅回复生命值，但水分和能量的消耗速度会提高。"
"Totem_Hunger","图腾：饥饿大师","减少能量和水分的消耗。"
"Totem_Marathon","图腾：马拉松 Ⅰ","小幅减少耐力消耗。"
"Totem_Marathon_2","图腾：马拉松 Ⅱ","减少耐力消耗。"
"Totem_Marathon_3","图腾：马拉松 Ⅲ","大幅减少耐力消耗。"
"Totem_MaxHealth","图腾:生命 Ⅰ","小幅提高最大生命值。"
"Totem_MaxHealth_2","图腾:生命 Ⅱ","中幅提高最大生命值。"
"Totem_MaxHealth_3","图腾:生命 Ⅲ","巨幅提高最大生命值，但移动速度会略微下降。"
"Totem_MeleeAttack","图腾:战士 I","小幅增加近战输出。"
"Totem_MeleeAttack_2","图腾:战士 II","中幅增加近战输出。"
"Totem_MeleeAttack_3","图腾:战士 Ⅲ","大幅增加近战输出，但近战的暴击伤害会降低。"
"Totem_MeleeCritRate","图腾:狂战 Ⅰ","近战暴击概率提高。"
"Totem_MeleeCritRate_2","图腾:狂战 Ⅱ","近战暴击概率大幅提高。"
"Totem_MeleeCritRate_3","图腾:狂战 Ⅲ","近战暴击概率极大幅提高，但近战伤害倍率降低。"
"Totem_Ninja","图腾:忍者 Ⅰ","小幅降低奔跑时的声音传播距离。"
"Totem_Ninja_2","图腾:忍者 Ⅱ","降低奔跑时的声音传播距离。"
"Totem_Ninja_3","图腾:忍者 Ⅲ","大幅降低奔跑时的声音传播距离。"
"Totem_NoBleed","图腾：止血","在短时间内自动止血。"
"Totem_PhysicResist","图腾:抗物 Ⅰ","免疫流血。"
"Totem_PhysicResist_2","图腾:抗物 Ⅱ","降低受到的物理伤害。"
"Totem_PhysicResist_3","图腾:抗物 Ⅲ","免疫流血并小幅降低受到的物理伤害。"
"Totem_PoisonResist","图腾:抗毒 Ⅰ","降低受到的毒属性伤害。"
"Totem_PoisonResist_2","图腾:抗毒 Ⅱ","免疫中毒。"
"Totem_PoisonResist_3","图腾:抗毒 Ⅲ","免疫中毒并小幅降低受到的毒属性伤害。"
"Totem_RecoilControl","图腾:压枪高手","提升后座力控制能力。"
"Totem_Reload","图腾：战术换弹","巨幅提高换弹速度。"
"Totem_SenseRange","图腾:感知 Ⅰ","小幅提高感知能力。"
"Totem_SenseRange_2","图腾:感知 Ⅱ","提高感知能力。"
"Totem_SenseRange_3","图腾:感知 Ⅲ","当前感知能力越强提升越多的感知能力。"
"Totem_SpaceResist","图腾:抗空间 Ⅰ","降低受到的空间伤害。"
"Totem_SpaceResist_2","图腾:抗空间 Ⅱ","免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴，且最大生命值会降低。"
"Totem_SpaceResist_3","图腾:抗空间 Ⅲ","免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴。"
"Totem_Speed","图腾:轻盈 Ⅰ","小幅增加移动能力。"
"Totem_Speed_2","图腾:轻盈 Ⅱ","增加移动能力。"
"Totem_Speed_3","图腾:轻盈Ⅲ","大幅提高移动速度，但会持续损失生命。"
"Totem_Stamina","图腾：耐力","增加耐力上限，并加快体力恢复速度。"
"Totem_Strong","图腾:健壮 Ⅰ","大幅提高负重能力。"
"Totem_Strong_2","图腾:健壮 Ⅱ","大幅增加背包容量。"
"Totem_Strong_3","图腾:健壮 Ⅲ","负重属性增强，背包容量增加。"
"ToxGrenade","毒雾弹","可以放出毒烟，在烟雾中会中毒，受到持续伤害。"
"ToyBell","玩具铃铛","摇响之后好像会吸引来奇怪的东西，听说是从一个蓝皮人那进的货。不知道他那儿还有没有什么别的怪东西。"
"TransformDevice","能量重塑装置","能够重塑蛋清能量的特殊装置，原理不明，来源不明。"
"Trap","捕兽陷阱","算是一块好废铁。"
"Trophy","奖杯","金色的奖杯，有点掉漆。"
"Trumpet","小号","吹起来应该没问题。"
"TunaCan_1","水浸金枪鱼罐头","水浸金枪鱼罐头。"
"TunaCan_2","油浸金枪鱼罐头","油浸金枪鱼罐头。"
"UDisk","加密U盘","可用于存储资料。"
"UniversalGlueA","万能胶A","能够粘合一切的胶水，但需要与万能胶B配合使用才能发挥效用。"
"UniversalGlueB","万能胶B","能够粘合一切的胶水，但需要与万能胶A配合使用才能发挥效用。"
"uPhone","uPhone手机","已经坏掉了，从外观上看不出是第几代产品。"
"UVBulb2","紫外灯","可以发射紫外线的灯，一定程度上可以代替太阳光。"
"Vida","维达头盔","维达的头盔，里头有点闷，视野也不太好。"
"Vodka","伏特加","喝了会开心,然后脱水。"
"Walkie_Talkie","对讲机","普通的对讲机。"
"Walkie_Talkie02","军用对讲机","经过加密的军用对讲机。"
"Wand","烧火棍","颜色很黑，末端镶嵌了一颗血红的石头。"
"Watch","怀表","银色的怀表。"
"Water","瓶装水","瓶装矿泉水，微微发绿。"
"Waterbottle","水壶","行军水壶，吨吨吨。"
"Watermelon","西瓜","没有西瓜的夏天是不完整的。"
"WD40","MD40","一瓶MD40除锈剂。"
"WeaponParts","武器零件","一堆用来制造枪械的零件。"
"WeaponPartsLv2","中级武器零件","更高级的枪械零件，能制造更多枪械。"
"WeaponPartsLv3","高级武器零件","顶级枪械零件，很多高端武器必不可少的材料。"
"WeaponPartsPolluted","被污染的武器零件","被空间风暴侵蚀的武器零件，但对于某些特殊的枪械来说是必不可少的材料。"
"Wheel","轮胎","打打气就能用。"
"Whisky","威士忌","上流，但是脱水。"
"WhiteGown","白大褂","J-LAB研究人员穿的白大褂。"
"Wood","木料","经过了加工的木料。"
"WoodStick","木棍","可以挥来挥去的木棍，非常直。"
"Wrench","扳手","一个扳手。"
"Wrench02","汽车扳手","更好用的扳手。"
"Wrench03","撬棍","挥舞起来可以穿透几乎所有的护甲，在物理学上非常合理。"
"Xing","麻布头套","说是头套，其实是个麻袋，有人在上面写了个大大的“兴”字。"
"Xylophone","木琴","看起来音调不是很全。"
"Yarn","线","缝制衣服用的线。"
"Yogurt","酸奶","疯味酸奶。"
"Zippo","Cippo","Cippo打火机。"
