Key,ChineseContent,Category
Achievement_Kill_Cname_Boss_Sniper_1,惩戒劳登,Default
Achievement_Kill_Cname_Boss_Sniper_1_Desc,击败了劳登。,Default
Achievement_Kill_Cname_LabTestObjective_1,惊不惊喜,Default
Achievement_Kill_Cname_LabTestObjective_1_Desc,击败了某种看不见的东西。,Default
Achievement_Kill_Cname_Roadblock_1,入场券,Default
Achievement_Kill_Cname_Roadblock_1_Desc,击败了路障。,Default
Achievement_Kill_Cname_SchoolBully_1,制霸附中,Default
Achievement_Kill_Cname_SchoolBully_1_Desc,击败了校霸。,Default
Achievement_Kill_Cname_ShortEagle_1,零号区霸主,Default
Achievement_Kill_Cname_ShortEagle_1_Desc,击败了矮鸭。,Default
Achievement_Kill_Cname_ShortEagle_10,十里坡枪神,Default
Achievement_Kill_Cname_ShortEagle_10_Desc,击败了矮鸭10次。,Default
Achievement_Kill_Cname_Speedy_1,急速团长,Default
Achievement_Kill_Cname_Speedy_1_Desc,击败了急速团长。,Default
Achievement_Kill_Cname_StormBoss1_1,噗咙噗咙,Default
Achievement_Kill_Cname_StormBoss1_1_Desc,击败了噗咙噗咙。,Default
Achievement_Kill_Cname_StormBoss2_1,咕噜咕噜,Default
Achievement_Kill_Cname_StormBoss2_1_Desc,击败了咕噜咕噜。,Default
Achievement_Kill_Cname_StormBoss3_1,啪啦啪啦,Default
Achievement_Kill_Cname_StormBoss3_1_Desc,击败了啪啦啪啦。,Default
Achievement_Kill_Cname_StormBoss4_1,比利比利,Default
Achievement_Kill_Cname_StormBoss4_1_Desc,击败了比利比利。,Default
Achievement_Kill_Cname_StormBoss5_1,口口口口,Default
Achievement_Kill_Cname_StormBoss5_1_Desc,击败了口口口口。,Default
Achievement_Kill_Cname_UltraMan_1,你相信光吗,Default
Achievement_Kill_Cname_UltraMan_1_Desc,还行。,Default
Achievement_Kill_Cname_Vida_1,打逝维达,Default
Achievement_Kill_Cname_Vida_1_Desc,击败了维达。,Default
Achievement_Arrive_Base,金蝉脱壳,Default
Achievement_Arrive_Base_Desc,抵达地堡。,Default
Achievement_Arrive_Level_FarmTown_Main,农场镇,Default
Achievement_Arrive_Level_FarmTown_Main_Desc,抵达农场镇。,Default
Achievement_Arrive_Level_JLab_Main,实验室,Default
Achievement_Arrive_Level_JLab_Main_Desc,抵达实验室。,Default
Achievement_Arrive_Level_GroundZero_Main,新鲜空气,Default
Achievement_Arrive_Level_GroundZero_Main_Desc,抵达零号区。,Default
Achievement_Arrive_Level_StormZone_Main,风暴区,Default
Achievement_Arrive_Level_StormZone_Main_Desc,抵达风暴区。,Default
Achievement_Arrive_Level_HiddenWarehouse_Main,仓库区,Default
Achievement_Arrive_Level_HiddenWarehouse_Main_Desc,抵达仓库区。,Default
Achievement_Money_100K,中产阶级,Default
Achievement_Money_100K_Desc,"存款额达到100,000。",Default
Achievement_Money_10K_Desc,"存款额达到10,000。",Default
Achievement_Money_10K,白手起家,Default
Achievement_Money_1M,百万富翁,Default
Achievement_Money_1M_Desc,"存款额达到1,000,000。",Default
Achievement_Quest_807,金牌狙击手,Default
Achievement_Quest_913,红伞伞白杆杆,Default
Achievement_Quest_937,钓鱼之王,Default
Quest_811,以牙还牙,Quests
Quest_811_Desc,我们刚起步的时候，谁都能来欺负我们，君子报仇十年不晚，现在我们强大了。用他们擅长的武器击败他们，让他们看看我们的厉害。,Quests
Item_PeaceStar,和平星,Items
Item_PeaceStar_Desc,愿世界和平！,Items
Item_FakePeaceStar,和平星,Items
Item_FakePeaceStar_Desc,已经化作了粉末。,Items
Item_GunPowderLv5,高级火药,Items
Item_GunPowderLv5_Desc,杂质更少，威力更高。,Items
Item_BP_Bullet_AR_Piercing6,蓝图：AR-特种穿甲弹,Items
Item_BP_Bullet_AR_Piercing6_Desc,用于在工作台制造AR-特种穿甲弹的蓝图。,Items
Item_BP_Bullet_BR_Piercing6,蓝图：L-特种穿甲弹,Items
Item_BP_Bullet_MAG_Piercing6,蓝图：MAG-特种穿甲弹,Items
Item_BP_Bullet_MAG_Piercing6_Desc,用于制造MAG-特种穿甲弹的蓝图。,Items
Item_BP_Bullet_SNP_Piercing6,特种穿甲狙击弹,Items
Item_BP_Bullet_SNP_Piercing6_Desc,用于制造特种穿甲狙击弹的蓝图。,Items
Item_BP_Bullet_SMG_Break,蓝图：S-特种弹,Items
Item_BP_Bullet_SMG_Break_Desc,用于制造S-特种弹的蓝图。,Items
Item_BP_Bullet_SHT_Break,蓝图：特种霰弹,Items
Item_BP_Bullet_SHT_Break_Desc,用于制造特种霰弹的蓝图。,Items
Item_Key_Farm_NorthFactoryRoom,北厂区小屋钥匙,Items
Item_Key_Farm_NorthFactoryRoom_Desc,能打开农场镇北厂区内小屋的门。,Items
Item_BP_Bullet_SMG_Piercing3,蓝图：S-穿甲弹,Items
Item_BP_Bullet_AR_Piercing3,蓝图：AR-穿甲弹,Items
Item_BP_Bullet_BR_Piercing3,蓝图：L-穿甲弹,Items
Item_BP_Bullet_SNP_Piercing2,蓝图：穿甲狙击弹,Items
Item_BP_Bullet_SHT_Piercing3,蓝图：穿甲霰弹,Items
Item_BP_Bullet_MAG_Piercing2,蓝图：MAG-穿甲弹,Items
Item_BP_Bullet_SMG_Piercing5,蓝图：S-高级穿甲弹,Items
Item_BP_Bullet_AR_Piercing5,蓝图：AR-高级穿甲弹,Items
Item_BP_Bullet_BR_Piercing5,蓝图：L-高级穿甲弹,Items
Item_BP_Bullet_SNP_Piercing4,蓝图：高级穿甲狙击弹,Items
Item_BP_Bullet_SHT_Piercing5,蓝图：高级穿甲霰弹,Items
Item_BP_Bullet_MAG_Piercing4,蓝图：MAG-高级穿甲弹,Items
Item_BP_Bullet_SMG_Piercing3_Desc,用于制造S-穿甲弹的蓝图。,Items
Item_BP_Bullet_AR_Piercing3_Desc,用于制造AR-穿甲弹的蓝图。,Items
Item_BP_Bullet_BR_Piercing3_Desc,用于制造L-穿甲弹的蓝图。,Items
Item_BP_Bullet_SNP_Piercing2_Desc,用于制造穿甲狙击弹的蓝图。,Items
Item_BP_Bullet_SHT_Piercing3_Desc,用于制造穿甲霰弹的蓝图。,Items
Item_BP_Bullet_MAG_Piercing2_Desc,用于制造MAG-穿甲弹的蓝图。,Items
Item_BP_Bullet_SMG_Piercing5_Desc,用于制造S-高级穿甲弹的蓝图。,Items
Item_BP_Bullet_AR_Piercing5_Desc,用于制造AR-高级穿甲弹的蓝图。,Items
Item_BP_Bullet_BR_Piercing5_Desc,用于制造L-高级穿甲弹的蓝图。,Items
Item_BP_Bullet_SNP_Piercing4_Desc,用于制造高级穿甲狙击弹的蓝图。,Items
Item_BP_Bullet_SHT_Piercing5_Desc,用于制造高级穿甲霰弹的蓝图。,Items
Item_BP_Bullet_MAG_Piercing4_Desc,用于制造MAG-高级穿甲弹的蓝图。,Items
Note_WH_Celler_Title,地窖的秘密,Default
Note_WH_Celler_Content,我挖了一条通往仓库的密道，可以躲过急速团长的看守。我知道仓库里藏着一些好玩意，我要把它搞出来。\n我在地道遇到了一个蓝皮人，他好像藏着很多秘密。,Default
Note_WH_SleepPod_Title,急速团长日记,Default
Note_WH_SleepPod_Content,我们被派在这里把守仓库，J-Lab的那些家伙以为我不知道仓库里放着什么。\n那些睡眠舱，真的太厉害了。我在里面睡了一段时间，感觉皮肤变得非常光滑，仿佛能发光一般。\n我在仓库的办公室放了一台，在东边镇子的住所里放了一台。\n清单上还有两台，但我怎么也找不到，到底放在哪了？,Default
Note_WH_ColaFactory_Title,可乐加工原料,Default
Note_WH_ColaFactory_Content,蓝皮人告诉了我让可乐变得更加甜美的方法。\n原料是一种蓝色方块，经过加工后，会变成绿色的挥发性液体，蓝皮人管它叫可乐原浆。这种液体具有腐蚀性，不能直接饮用，但是经过简单处理，他就能够变成这个世界上最好喝的可乐，他不会甜到发齁，但却让人欲罢不能。这个可乐拿出去卖的话，一定非常畅销。\n只是，获得这种蓝色方块的方法，有点\.\.\.\.\.\.,Default
Note_WH_ColaDie_Title,气体泄漏事故,Default
Note_WH_ColaDie_Content,出了点意外，可乐原浆的气体泄漏了。\n这地方不能呆下去了，我要搬去农场镇，在那边开个厂子。\n我吸入了一些绿色气体，但是没有挂掉，可能是睡眠舱的原因，这玩意果然不对劲啊。\n啊，蓝皮人还锁在那边呢，算了，不管了。,Default
Perk_WorldBench_Formula_3,穿甲弹制造,Perks
Perk_WorldBench_Formula_3_Desc,解锁穿甲弹的制造。,Perks
Input_ToggleView,切换视角,UIText
Item_SaltedFish_Desc,一根腌的很透的咸鱼，梆硬。,Items
Item_SaltedFish,战术咸鱼,Items
Note_Farm_Cola_Title,炸弹狂人日记-1,Default
Note_Farm_Cola_Content,他们怎么知道是我偷了睡眠舱的？我的工厂才刚开工，就被他们打了个稀巴烂！太倒霉了。\n气死我了，我必须去搞点破坏！\n最近越来越容易生气了，不行，得保持冷静。\n冷静个屁，炸翻他们！,Default
Note_Farm_Factory_Title,可乐工厂记录,Default
Note_Farm_Factory_Content,工厂终于开工了，太好了！\n比较伤脑筋的是，蓝皮人卖给我的收集器坏掉了。\n好在目前储备的蓝色方块还够用，我得找个时间回去一趟。,Default
Note_Farm_Bully_Title,校霸传,Default
Note_Farm_Bully_Content,校霸在全市头槌大赛中获得了冠军，不愧是大哥啊。\n他的头怎么那么硬啊！,Default
Note_Farm_Mining_Title,挖矿笔记,Default
Note_Farm_Mining_Content,J-Lab给了我一个看守贵重设备的任务。\n这些东西放着吃灰也太暴殄天物了，我盘下了加油站旁边的一个餐厅，改造成了一个矿场。\n我就快要发财了。,Default
Item_ButcherKnife,猪肉刀,Items
Item_ButcherKnife_Desc,看上去很普通，但材质好像一点都不普通，甚至可以挡住子弹。,Items
Note_Farm_Myst_Title,神秘商人的目击报告,Default
Note_Farm_Myst_Content,这附近有个身穿紫色斗篷的神秘商人，他说他在卖一些好东西。但是我身上没带现金，所以啥也买不了。回头去取点钱再来看看吧。,Default
Note_Farm_Camp_Title,有关农场镇的雇佣兵,Default
Note_Farm_Camp_Content,为了防止飞船的研究计划被打乱，J-Lab找来了很多雇佣兵负责安保工作，现在农场镇和周边地区到处都是他们的人。\n这星球说不准哪天就彻底爆炸了，谁都想赶紧离开这里。农场镇已经乱成一锅粥了，希望J-Lab能顺利把飞船搞出来，然后按照约定，带我们离开这里。,Default
Note_Farm_Bomb_Title,炸弹狂人日记-2,Default
Note_Farm_Bomb_Content,现在这里到处都是J-Lab的人，什么情况？\n最危险的地方就是最安全的地方，我藏在雇佣兵营地旁边，他们肯定发现不了我。\n,Default
Note_Farm_TownHall1_Title,大厅主管日记,Default
Note_Farm_TownHall1_Content,啊，不想上班。\n下面的人不好好干活，天天要被气个好歹。\n要不是J-Lab答应要带我上船，我早就不干了。\n,Default
Note_NewNote_Title,,Default
Note_Farm_TownHall2_Title,大厅业务员,Default
Note_Farm_TownHall2_Content,我身后坐着一头猪。,Default
Note_Farm_TownHall3_Title,镇政厅职员笔记,Default
Note_Farm_TownHall3_Content,我身边很多人都不太对劲，世界都要毁灭了，怎么就像跟他们没关系一样？,Default
Note_Farm_SuperMarket_Title,超市匿名举报信,Default
Note_Farm_SuperMarket_Content,这个超市里有山寨货，请仔细甄别。,Default
Note_Farm_JLabJ_Title,J-Lab前员工日记,Default
Note_Farm_JLabJ_Content,作为研发团队的一员，他们竟然不让我上船！\n事到如今，我得自己想办法了。\n当务之急，是先找个帮手，然后组建一支团队。,Default
Note_Farm_Arcade_Title,街机的自我意识,Default
Note_Farm_Arcade_Content,现在的小孩每天只会玩手机，太不务正业了。\n我要惩罚他们。,Default
Item_SMG_ArcadeGun_Normal,玩具枪,Items
Item_SMG_ArcadeGun_Normal_Desc,威力非常小。,Items
Item_Formula_Cola,配方：可乐,Items
Item_Formula_Cola_Desc,制造可乐的配方。,Items
Note_Farm_Myst2_Title,没头没尾的字条,Default
Note_Farm_Myst2_Content,我干的。,Default
Note_Farm_Construction_Title,工地记录,Default
Note_Farm_Construction_Content,不知道哪漏电了。算了，今天的工作就到这吧。,Default
Note_JLab_Switches_Title,有关实验室的布局,Default
Note_JLab_Switches_Content,实验室构造比较复杂，负一层和负二层各有一个电力开关，负一层开关控制负二层的电力，而负二层的开关控制着负一层西北区域的电力。这样设计是出于安全考虑。\n,Default
Note_JLab_HiddenRoom_Title,隐藏的房间,Default
Note_JLab_HiddenRoom_Content,据说实验室负一层有一个隐藏的房间。不知道里面有什么。,Default
Note_JLab_MystRoom_Title,农场镇的神秘房间,Default
Note_JLab_MystRoom_Content,农场镇有两个非常神秘的房间，我从门缝里看过一眼，我好像看到了J-Lab的高权限区域的门卡。这到底是谁干的？,Default
Note_JLab_Teleport_Title,有关传送装置的介绍,Default
Note_JLab_Teleport_Content,仿造自然产生的传送气泡制造的远距离传送装置。目前科技无法制造稳定的气泡，所以传送装置不能像真正的气泡一样进行定点传送，只能传送到目标区域的一个随机地点。,Default
Note_JLab_SleepPod_Title,有关睡眠舱的介绍,Default
Note_JLab_SleepPod_Content,借助裂隙物质生产的睡眠装置，分为两部分，一部分是使用风暴物质制造的药物，能够极大增强生物的适应能力。另一部分是借助风暴科技制造的睡眠舱体，主要是提高睡眠质量。\n早期型号的睡眠舱，由于风暴物质的提纯流程存在缺陷，使用者会受到一定的副作用，主要症状为：冲动易怒，具有暴力倾向。,Default
Note_JLab_StormBoss_Title,生物实验的记录,Default
Note_JLab_StormBoss_Content,为了防止风暴区的各类实验受到阻碍，J-Lab需要一些战斗力来保护试验区的安全。为此，他们找来了一批志愿者进行机体改造，初次实验中，J-Lab制造出了口口口口，一个具备风暴能力的恐怖战斗机器，但是它极度不稳定，难以控制，为此，J-Lab优化了制造流程，并在第二批实验中制造了代号四骑士的四个新型实验体，用以控制口口口口。\n新型实验体也不稳定。,Default
Note_JLab_EnergyWeapon_Title,能量武器,Default
Note_JLab_EnergyWeapon_Content,J-Lab制造了使用风暴物质能量的新型枪械，从威力上讲，没比火药强到哪去。但是通过贩卖这些能量武器，J-Lab获得了巨额的收益，这为飞船的研究提供了经费。,Default
Note_JLab_Leader_Title,实验室主管报告,Default
Note_JLab_Leader_Content,有些员工的工作态度有问题。\n一个叫做杰夫的员工经常在工作时间，偷偷在放映厅打游戏，我们计划开除他。\n还有小明。,Default
Note_JLab_BuildShip_Title,有关飞船制造的记录,Default
Note_JLab_BuildShip_Content,基于我们在风暴区中的发现，我们决定开始飞船的研发计划。主要分为几个部分：动力系统，推进系统，导航系统，维生系统，防御系统，计算系统。,Default
Note_JLab_StormMatter_Title,关于风暴物质的研究,Default
Note_JLab_StormMatter_Content,伴随裂隙出现的物质，固体形态，呈现紫色。风暴区的空气中存在大量风暴物质颗粒。风暴物质会在生物体内富集，并形成结晶。,Default
Note_JLab_BlueCube_Title,有关蓝色晶体的研究,Default
Note_JLab_BlueCube_Content,在J-Lab进行的研究中发现，风暴物质经过提纯，会变成蓝色结晶。这种结晶更为稳定，更加便于使用，其对人体的负面作用也被完全消除。在风暴发生前，J-Lab就能够制造这种晶体，但当时是基于克隆技术，生产效率极慢，也有很多研究员对这种方式非常反感。,Default
Note_JLab_Alien_Title,神秘飞行器的相关记录,Default
Note_JLab_Alien_Content,在风暴区中，我们发现了一个小型飞行器。我们在里面找到一具疑似外星生物的尸体。\n我们在飞行器中找到了一些信息记录，但这些记录使用的并非是已知的语言。\n我们对这些信息进行了破译，获得的内容如下：\n我们在旅行途中发现了这颗星球，它的地核富含生命能量，我们认为这是一个获取原料的好地方，所以决定在这里进行开采。\n但是出了点意外，这里的生命能量似乎混杂了一些杂质，在我打下钻孔的一瞬间，星球表面产生了喷发，发出了巨大了紫色光芒，而并非我们所预想的蓝色，这个星球肯定被动过手脚了。这些能量击毁了我的飞行器，母船为了规避风险，直接离开了。现在我被独自留在了这个星球，这些紫色的东西似乎在影响着我，不知道我能不能挺下去。,Default
Note_JLab_StormSeam_Title,裂隙观测报告,Default
Note_JLab_StormSeam_Content,为了飞船的生产，我们加速了晶体的开采。\n我们发现，随着开采量的增加，裂隙崩溃的也越来越快。恐怕在我们生产出足够的飞船之前，整个星球就会崩溃。\ ,Default
Item_HelmatLV1StormProtection,风暴工作头盔,Items
Item_HelmatLV1StormProtection_Desc,使用特殊材质制造的工作头盔，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。,Items
Note_Farm_San_Title,关于伞教的传说,Default
Note_Farm_San_Content,传说中有一个叫做伞教的古老宗教，有人说是伞教为这个星球赋予了生命，也有人说是伞教杀死了这个星球。还有更离谱的说法，说J-Lab的背后就是伞教，伞教带给了J-Lab各种科学技术，但唯独没有告诉他们怎么离开这个星球。\n伞教从未公开示人，但早已跟整个世界息息相关。,Default
Note_JLab_StormSeen_Content,在第一次风暴发生的当天，有人曾目睹了巨大的虫型生物悬浮在天空，其对外形的描述跟伞教传说中的邪神的形象不谋而合。,Default
Note_JLab_StormSeen_Title,风暴发生前的目击报告,Default
Quest_805,解锁信标-5,Quests
Quest_805_Desc,你找到进入风暴区的方法了吗？风暴区相当危险，常年刮着二级空间风暴，进去之前一定要做好充足的准备。进入风暴区之后，直走，左手边的第一个临时营地里，就有风暴区的信标。,Quests
Quest_1505,防御力场-4,Quests
Quest_1505_Desc,防御力场已经拿到了，但这东西很复杂，我们还需要一份它的操作说明。根据可靠的情报，在J-lab地下二层南侧的监狱内可以找到。,Quests
Item_Quest_DefenceShield_Text,防御力场操作说明,Items
Item_Quest_DefenceShield_Text_Desc,手写的防御力场操作说明，字迹有些潦草，但看着有些熟悉。,Items
Quest_401,要个交代,Quests
Quest_401_Desc,我\.\.\.我的一个朋友委托我，他说他以前在J-lab工作的时候一直被那些黑鸭子欺负，现在我们的实力足够强大了，是时候找他们要个交代了。,Quests
Quest_501,寻找四骑士,Quests
Quest_501_Desc,我记得有4个代号四骑士的实验体，被J-Lab关押在了风暴区，他们身上的武器和护甲都相当强力。你去风暴区的时候，顺便调查一下他们被关押的具体位置，不出意外，他们应该就在风暴区的西北、东北、东南、西南角。\n我们可以从他们身上搞到相当强力的装备。,Quests
Quest_502,四骑士,Quests
Quest_502_Desc,你已经找到他们的位置了，想办法拿到他们身上的装备吧。,Quests
Quest_503,最初实验体,Quests
Quest_503_Desc,风暴区的最中心有个通向地下的通道，之前一直都是J-Lab危险等级与保密等级最高的地方，里面一定藏着什么秘密。小心为上，你先去观察一下那附近的情况。,Quests
Quest_504,口口口口,Quests
Quest_504_Desc,看来风暴区中央的地下区域关押着J-Lab的初号实验体口口口口，他身上应该还有J-Lab的核心机密，试着从他身上取过来。他相当厉害，一定要做好完全的准备。,Quests
Note_WH_GroundZeroCave_Title,零号区山洞秘闻,Default
Note_WH_GroundZeroCave_Content,零号区的山洞，晚上都会发出幽幽蓝光，有点瘆人。里面可能闹鬼，据说风暴来临的时候里面的鬼会现身。,Default
Note_JLab_StormBossSpace_Title,实验体记录-1,Default
Note_JLab_StormBossBreakArmor_Title,实验体记录-2,Default
Note_JLab_StormBossPoison_Title,实验体记录-3,Default
Note_JLab_StormBossFire_Title,实验体记录-4,Default
Note_JLab_StormBossElectric_Title,实验体记录-5,Default
Note_JLab_StormBossSpace_Content,0号实验体口口口口的对于几乎所有类型的伤害都有非常强的抵抗能力。但空间属性能够打破他的能量平衡，使其受到伤害。,Default
Note_JLab_StormBossBreakArmor_Content,实验体噗咙噗咙已经完成，简化了制造流程后，\ 该实验体保留了对物理冲击的抵抗能力，以及一定抗毒特性。我们为其配备的武器能够轻易地击碎敌人的护甲。,Default
Note_JLab_StormBossPoison_Content,实验体咕噜咕噜擅长使用毒来对付敌人。他拥有非常出色的防护能力，但他的护甲经受不住太多次的攻击。,Default
Note_JLab_StormBossFire_Content,实验体啪啦啪啦具有绝对的高温耐性，以及较强的防御属性，但对毒属性的抵抗能力远低于平均水平。,Default
Note_JLab_StormBossElectric_Content,实验体比利比利对电属性的控制能力远超预期，但惧怕高温。,Default
Note_Fishing-1_Title,钓鱼笔记-1,Default
Note_Fishing-2_Title,钓鱼笔记-2,Default
Note_Fishing-3_Title,钓鱼笔记-3,Default
Note_Fishing-4_Title,钓鱼笔记-4,Default
Note_Fishing-5_Title,钓鱼笔记-5,Default
Note_Fishing-1_Content,这里能钓到地东西种类有些单一，以后不来了。\n永不空军，fighting！,Default
Note_Fishing-2_Content,刚刚翻了翻前辈留下的钓鱼攻略，原来不同的鱼，习性天差地别。比如红金鱼、红九间鱼只有白天出现，粉金鱼、紫雀鲷鱼、绿背鳙鱼则只会在晚上出现。\n虽然今天没钓到鱼，但有了这些知识，下次一定能钓到。\n永不空军，fighting！,Default
Note_Fishing-3_Content,钓鱼太入神，风暴来了都没注意到。不得已跑到山洞里躲了一整天。一进山洞就有个紫色的家伙攻击我，还好我带了枪来。山洞的水里没鱼，真扫兴。\n虽然没钓到鱼，但据我观察，不同的天气，能钓到地鱼也不同，大眼红鱼只有在晴天能钓到，而青南乳鱼、白扁鱼、绿背鳙鱼只出现在雨天。\n真是收获满满的一天。\n永不空军，fighting！,Default
Note_Fishing-4_Content,有个紫不拉几的家伙看我半天没钓上来鱼，上来告诉了我一些钓鱼的小知识，有些鱼需要用特殊的东西做鱼饵才能钓到，青南乳鱼喜欢R6电池，大眼红鱼喜欢咬打火机，绿刺豚只有洁厕灵能钓到。太扯淡了。我按照这个方法，依然是一条也没钓到。\n大概是被骗了，算了，明天一定能钓到鱼！\n永不空军，fighting！,Default
Note_Fishing-5_Content,我懂了，绿刺豚好像只会出现在零号区，大眼红鱼只能在仓库区找到，青南乳鱼则是只有在农场镇才能钓上来。\n话说，今天看到有个人在我旁边钓鱼，嘴里不停嘟囔着什么：不是鱼露，是鲈鱼哦！有几厘米？几厘米啊？\n真羡慕会钓鱼的人。\n永不空军，fighting！,Default
Item_BP_ArmorLV5,蓝图：五级防弹衣,Items
Item_BP_ArmorLV6,蓝图：六级防弹衣,Items
Item_BP_ArmorLV5_2,蓝图：五级作战防弹衣,Items
Item_BP_ArmorLV5_3,蓝图：五级重型防弹衣,Items
Item_BP_HelmatLV5,蓝图：SCIFI面罩,Items
Item_BP_HelmatLV6,蓝图：神之电焊头,Items
Item_BP_HelmatLV5_2,蓝图：五级作战头盔,Items
Item_BP_HelmatLV5_1Hear,蓝图：五级轻型头盔,Items
Item_BP_BackpackLV5,蓝图：行军背包MAX,Items
Item_BP_ArmorLV5StormProtection,蓝图：空间防护服终极版,Items
Item_BP_HelmatLV5StormProtection,蓝图：空间防护头盔最终版,Items
Item_BP_ArmorLV5_Desc,用于在工作台制作五级防弹衣的蓝图。,Items
Item_BP_ArmorLV6_Desc,用于在工作台制作六级防弹衣的蓝图。,Items
Item_BP_ArmorLV5_2_Desc,用于在工作台制作五级作战防弹衣的蓝图。,Items
Item_BP_ArmorLV5_3_Desc,用于在工作台制作五级重型防弹衣的蓝图。,Items
Item_BP_HelmatLV5_Desc,用于在工作台制作SCIFI面罩的蓝图。,Items
Item_BP_HelmatLV6_Desc,用于在工作台制作神之电焊头的蓝图。,Items
Item_BP_HelmatLV5_2_Desc,用于在工作台制作五级作战头盔的蓝图。,Items
Item_BP_HelmatLV5_1Hear_Desc,用于在工作台制作五级轻型头盔的蓝图。,Items
Item_BP_BackpackLV5_Desc,用于在工作台制作行军背包MAX的蓝图。,Items
Item_BP_ArmorLV5StormProtection_Desc,用于在工作台制作空间防护服终极版的蓝图。,Items
Item_BP_HelmatLV5StormProtection_Desc,用于在工作台制作空间防护头盔最终版的蓝图。,Items
Perk_WorldBench_Formula_4,护甲制造-1,Perks
Perk_WorldBench_Formula_4_Desc,解锁低级护甲的制造。,Perks
Perk_WorldBench_Formula_5,护甲制造-2,Perks
Perk_WorldBench_Formula_5_Desc,解锁中级护甲的制造。,Perks
Perk_Storage_y_1,空间优化Lv\.1,Perks
Perk_Storage_y_2,空间优化Lv\.2,Perks
Perk_Storage_y_3,空间优化Lv\.3,Perks
Perk_Storage_y_4,空间优化Lv\.4,Perks
Perk_Storage_y_5,超级仓库,Perks
Item_Key_Farm_Nursing_Computer,疗养院机房钥匙,Items
Item_Key_Farm_Nursing_Restaurant,疗养院餐厅钥匙,Items
Item_Key_Farm_Nursing_Room_1,疗养院房间钥匙-1,Items
Item_Key_Farm_Nursing_Room_2,疗养院房间钥匙-2,Items
Item_Key_Farm_Nursing_Computer_Desc,能打开疗养院内机房的门。,Items
Item_Key_Farm_Nursing_Restaurant_Desc,能打开疗养院内餐厅的门。,Items
Item_Key_Farm_Nursing_Room_1_Desc,能打开疗养院内某个房间的门。,Items
Item_Key_Farm_Nursing_Room_2_Desc,能打开疗养院内某个房间的门。,Items
UI_LootBox_JLabBox,J-Lab箱,Default
Item_GunPowder_Blue,罐装火药,Items
Item_GunPowder_Blue_Desc,贴着蓝色标签的罐装火药。,Items
Item_GunPowder_Green,罐装火药,Items
Item_GunPowder_Red,罐装火药,Items
Item_GunPowder_Green_Desc,贴着绿色标签的罐装火药。,Items
Item_GunPowder_Red_Desc,贴着红色标签的罐装火药。,Items
Item_ConcentratedSlurry,浓缩浆质,Items
Item_ConcentratedSlurry_Desc,忍不住想尝一口。,Items
Item_CrystalBattery,晶体电池,Items
Item_CrystalBattery_Desc,储存着巨大的电力。,Items
Item_CrystalBooster,晶体增压器,Items
Item_CrystalBooster_Desc,似乎是用来处理某种特殊晶体的机器。,Items
Item_CrystalFiltrationUnit,晶体过滤单元,Items
Item_CrystalFiltrationUnit_Desc,似乎是用来处理某种特殊晶体的机器。,Items
Item_Accelerator,加速器,Items
Item_Accelerator_Desc,似乎是用来处理某种特殊晶体的机器。,Items
Item_BulkSpaceCrystal,大块空间晶体,Items
Item_BulkSpaceCrystal_Desc,空间晶体的聚合体，小心一点可以将它拆开。,Items
Item_SpaceEye,风暴眼,Items
Item_SpaceEye_Desc,风暴虫的眼睛。,Items
Quest_405,提纯,Quests
Quest_405_Desc,空间晶体的能量还是不够稳定，需要提纯之后才能安全的使用。提纯的方法我很早就知道，但还需要一些特殊的机器，你应该在J-Lab实验室可以找到它们。,Quests
Quest_505,生物调查,Quests
Quest_505_Desc,风暴区中有一些从没有见过的生物，为了之后在风暴区调查的顺利进行，我觉得有必要调查一下它们。,Quests
Item_Formula_ConcentratedSlurry,配方：浓缩浆质,Items
Item_Formula_ConcentratedSlurry_Desc,制造浓缩浆质的配方。,Items
Options_High,高,Default
Options_Middle,中,Default
Options_Low,低,Default
Options_ShadowSettings,阴影,Options
Input_ToggleNightVision,开关夜视设备,UIText
UI_Registered,已录入,UIText
Item_BP_Bullet_BR_Piercing6_Desc,用于制造L-特种穿甲弹的蓝图。,Items
Interact_MissleLuncher,防空系统,Interact
Achievement_Ending_0,幸存者,Default
Achievement_Ending_0_Desc,塞翁失马，焉知非福。,Default
Achievement_Building_DemoTrophy,多面手,Default
Achievement_Building_DemoTrophy_Desc,建造奖杯。,Default
Achievement_Building_Gem,健身教练,Default
Achievement_Building_Gem_Desc,泥巴入驻。,Default
Achievement_Building_Kitchen,空军指挥官,Default
Achievement_Building_Kitchen_Desc,佛哥入驻。,Default
Achievement_Building_Merchant_Equipment,全副武装,Default
Achievement_Building_Merchant_Equipment_Desc,橘子入驻。,Default
Achievement_Building_Merchant_Ming,技术高手,Default
Achievement_Building_Merchant_Ming_Desc,小明入驻。,Default
Achievement_Building_Merchant_Weapon,军火生意,Default
Achievement_Building_Merchant_Weapon_Desc,老吴入驻。,Default
Achievement_Building_MiningMachine,被动收入,Default
Achievement_Building_MiningMachine_Desc,这样就可以自动赚钱了。,Default
Achievement_Endowmment_Berserker,狂战士,Default
Achievement_Endowmment_Berserker_Desc,解锁狂战士天赋。,Default
Achievement_Endowmment_Marksman,枪手,Default
Achievement_Endowmment_Marksman_Desc,解锁枪手天赋。,Default
Achievement_Endowmment_Porter,搬运者,Default
